Task,Title,index,label,confidence
"Update existing equipment, performing tasks such as installing updated circuit boards or additional memory.","Computer, Automated Teller, and Office Machine Repairers",17477,E0,high
Update knowledge and skills to keep up with rapid advancements in computer technology.,Computer Hardware Engineers,17478,E0,high
"Update manuals when rates, rules, or regulations are amended.",Billing and Posting Clerks,17479,E1,high
Update or troubleshoot pharmacy information databases.,Pharmacists,17480,E1,high
"Update schedules, estimates, forecasts, or budgets for wind projects.",Wind Energy Development Managers,17481,E1,high
Update sewer maps and manhole charts.,Septic Tank Servicers and Sewer Pipe Cleaners,17482,E2,moderate
Update skills and knowledge by attending conferences and seminars.,Orthotists and Prosthetists,17483,E2,moderate
Update the content of educational programs to ensure that students are being trained with equipment and processes that are technologically current.,Instructional Coordinators,17484,E1,high
Upgrade the design of existing devices by adding mechatronic elements.,Mechatronics Engineers,17485,E2,moderate
Upload baskets of irradiated elements onto machines that insert fuel elements into canisters and secure lids.,Hazardous Materials Removal Workers,17486,E0,high
Upload digital images onto Web sites for customers.,Photographic Process Workers and Processing Machine Operators,17487,E2,moderate
"Upload digital media, such as photos, video, or scanned images to online storefront, auction sites, or other shopping Web sites.",Online Merchants,17488,E2,moderate
"Upload into office computers all information collected on hand-held computers during meter rounds, or return route books or hand-held computers to business offices so that data can be compiled.","Meter Readers, Utilities",17489,E0,high
"Use a variety of construction equipment to complete installations, such as digger derricks, trenchers, or cable plows.",Telecommunications Line Installers and Repairers,17490,E0,high
"Use a variety of specialized equipment, such as electron microscopes, gas and high-pressure liquid chromatographs, electrophoresis units, thermocyclers, fluorescence-activated cell sorters, and phosphorimagers.",Microbiologists,17491,E0,high
Use a variety of testing techniques to assist doctors in cardiac or pulmonary research or to diagnose disorders.,Respiratory Therapists,17492,E0,high
"Use a variety of tools or equipment, such as power construction equipment, measuring devices, power tools, and testing equipment, such as oscilloscopes, ammeters, or test lamps.",Electricians,17493,E0,high
"Use a variety of treatment methods, such as psychotherapy, hypnosis, behavior modification, stress reduction therapy, psychodrama, or play therapy.",Clinical and Counseling Psychologists,17494,E0,high
Use airfield landing and navigational aids and digital data terminal communications equipment to perform duties.,Airfield Operations Specialists,17495,E0,high
"Use all appropriate adjustments, deductions, and credits to keep clients' taxes to a minimum.",Tax Preparers,17496,E2,moderate
"Use and maintain the tools or equipment found on commercial vehicles, such as weighing or measuring devices.",Light Truck Drivers,17497,E0,high
Use bonding technology on the surface of the teeth to change tooth shape or to close gaps.,Prosthodontists,17498,E0,high
Use brush to hand-paint areas in need of retouching or unreachable with a spray gun.,"Coating, Painting, and Spraying Machine Setters, Operators, and Tenders",17499,E0,high
"Use cameras in any of several different camera mounts, such as stationary, track-mounted, or crane-mounted.","Camera Operators, Television, Video, and Film",17500,E0,high
Use chemicals or other substances to examine latent fingerprint evidence and compare developed prints to those of known persons in databases.,Forensic Science Technicians,17501,E0,moderate
"Use complementary aids, such as infrared lamps, wet compresses, ice, and whirlpool baths to promote clients' recovery, relaxation, and well-being.",Massage Therapists,17502,E0,high
Use computer applications to identify or assist with communication disabilities.,Speech-Language Pathologists,17503,E1,high
"Use computer skills and software to manage Web sites or databases, publish newsletters, or provide webinars.",Fitness and Wellness Coordinators,17504,E1,high
Use computer software to design patterns for engraving.,Etchers and Engravers,17505,E2,moderate
Use computer software to generate new images.,Graphic Designers,17506,E2,moderate
Use computer-aided design (CAD) and computer-aided manufacturing (CAM) software or hardware to fabricate model parts.,"Model Makers, Metal and Plastic",17507,E0,high
"Use computer-aided design (CAD) software to prepare or evaluate network diagrams, floor plans, or site configurations for existing facilities, renovations, or new systems.",Telecommunications Engineering Specialists,17508,E2,moderate
Use computer-aided drafting (CAD) and related software to produce construction documents.,Interior Designers,17509,E2,moderate
"Use computer-aided drafting equipment or conventional drafting stations, technical handbooks, tables, calculators, or traditional drafting tools, such as boards, pencils, protractors, or T-squares.",Electrical and Electronics Drafters,17510,E0,high
"Use computers for various applications, such as database management or word processing.","Secretaries and Administrative Assistants, Except Legal, Medical, and Executive",17511,E1,high
Use computers or other input devices to control robotic pipe cutters or cleaners.,Construction Laborers,17512,E1,high
Use computers to produce signage.,Merchandise Displayers and Window Trimmers,17513,E1,moderate
"Use computers, audio-visual aids, and other equipment and materials to supplement presentations.","Self-Enrichment Teachers Kindergarten Teachers, Except Special Education Elementary School Teachers, Except Special Education Secondary School Teachers, Except Special and Career/Technical Education Career/Technical Education Teachers, Secondary School Special Education Teachers, Secondary School Teaching Assistants, Preschool, Elementary, Middle, and Secondary School, Except Special Education Career/Technical Education Teachers, Middle School Special Education Teachers, Middle School Adult Basic Education, Adult Secondary Education, and English as a Second Language Instructors Teaching Assistants, Special Education Middle School Teachers, Except Special and Career/Technical Education",17514,E1,high
"Use computers, computer-interfaced equipment, robotics or high-technology industrial applications to perform work duties.",Biological Technicians,17515,E0,high
Use covering cloths to prevent equipment from damaging delicate fabrics.,"Pressers, Textile, Garment, and Related Materials",17516,E0,high
"Use data entry devices, such as optical scanners, to input data into computers for revision or editing.",Word Processors and Typists,17517,E0,high
"Use dental air turbines, hand instruments, dental appliances, or surgical implements.","Dentists, General",17518,E0,high
"Use different sewing techniques such as felling, tacking, basting, embroidery, and fagoting.","Sewers, Hand",17519,E0,high
"Use equipment such as atomic absorption spectrometers, electron microscopes, flow cytometers, or chromatography systems.","Medical Scientists, Except Epidemiologists",17520,E0,high
"Use equipment, such as forklifts and automated ""trains,"" to move containers of mail.","Mail Clerks and Mail Machine Operators, Except Postal Service",17521,E0,high
Use fire suppression methods in industrial emergencies.,"Welders, Cutters, Solderers, and Brazers",17522,E0,high
"Use geospatial technology to develop soil sampling grids or identify sampling sites for testing characteristics such as nitrogen, phosphorus, or potassium content, pH, or micronutrients.",Precision Agriculture Technicians,17523,E0,moderate
"Use gestures to shape the music being played, communicating desired tempo, phrasing, tone, color, pitch, volume, and other performance aspects.",Music Directors and Composers,17524,E0,high
"Use hand tools, such as shovels, rakes, pruning saws, saws, hedge or brush trimmers, or axes.",Landscaping and Groundskeeping Workers,17525,E0,high
"Use handtools, such as screwdrivers, pliers, wrenches, pressure gauges, or precision instruments, as well as power tools, such as pneumatic wrenches, lathes, welding equipment, or jacks and hoists.",Bus and Truck Mechanics and Diesel Engine Specialists,17526,E0,high
Use informatics science to design or implement health information technology applications for resolution of clinical or health care administrative problems.,Health Informatics Specialists,17527,E2,moderate
Use instrumentation to guide flights when visibility is poor.,"Airline Pilots, Copilots, and Flight Engineers",17528,E0,high
